Sentence,Output
 That list shows a gap in the early sixth century that matches Gildas 's version of events, That list shows a gap in the early sixth century that matches [Name] 's version of events
" His father appeared in early Devo films and fan events as the character General Boy and his brothers participated in the band , although Jim 's tenure was brief , appearing only on several early demos"," His father appeared in early Devo films and fan events as the character General Boy and his brothers participated in the band , although [Name] 's tenure was brief , appearing only on several early demos"
" The film stars Jean-Claude Van Damme , Michael Jai White , Bill Goldberg , Heidi Schanz , Kiana Tom and Xander Berkeley"," The film stars [Name] , [Name] , [Name] , [Name] , [Name] and [Name]"
 When Nigel Mansell departed at the end of the year the team hired Ayrton Senna, When [Name] departed at the end of the year the team hired [Name]
 They defeated František Čermák and Filip Polášek, They defeated [Name] and [Name]
" Karan Johar was certain from the beginning that he wanted to cast Shah Rukh Khan in the lead role , having observed him during the making of Dilwale Dulhania Le Jayenge"," [Name] was certain from the beginning that he wanted to cast [Name] in the lead role , having observed him during the making of Dilwale Dulhania Le Jayenge"
" At the university she was introduced to the writings of Aristotle and Plato , who would be her greatest influence and counter-influence , respectively"," At the university she was introduced to the writings of [Name] and [Name] , who would be her greatest influence and counter-influence , respectively"
" The script was written by Charles Lederer and Ben Hecht , who is not credited for his contributions"," The script was written by [Name] and [Name] , who is not credited for his contributions"
 She also studied the philosophical works of Friedrich Nietzsche, She also studied the philosophical works of [Name]
" A particle detector then records the number of ions detected in the stream , but since the volume of ( and , needed for calibration ) is too great for individual ion detection , counts are determined by measuring the electric current created in a Faraday cup"," A particle detector then records the number of ions detected in the stream , but since the volume of ( and , needed for calibration ) is too great for individual ion detection , counts are determined by measuring the electric current created in a [Name] cup"
" Meanwhile , his agreement to become national team manager was annulled by the German Football Association on 21 October 2000 , and Rudi Völler , the then caretaker , was given the formal job"," Meanwhile , his agreement to become national team manager was annulled by the German Football Association on 21 October 2000 , and [Name] , the then caretaker , was given the formal job"
" John initially wanted to join the Royal Navy , but having had his application turned down after a failed medical examination due to poor eyesight , he opted to apply for military service as an army officer"," [Name] initially wanted to join the Royal Navy , but having had his application turned down after a failed medical examination due to poor eyesight , he opted to apply for military service as an army officer"
 He lived with Argentine actress Cecilia Roth for some years ; the couple adopted a child in 1999, He lived with Argentine actress [Name] for some years ; the couple adopted a child in 1999
 She and her husband worked as full-time volunteers for the 1940 presidential campaign of Republican Wendell Willkie, She and her husband worked as full-time volunteers for the 1940 presidential campaign of Republican [Name]
 The music video for Kanye West 's 2010 song Runaway was inspired by Eyes Wide Shut, The music video for [Name] 's 2010 song Runaway was inspired by Eyes Wide Shut
 He also played the last matches before the winter break as starting left-back to replace the unavailable Manuel Pasqual, He also played the last matches before the winter break as starting left-back to replace the unavailable [Name]
 The film 's score and soundtrack were composed by G. V. Prakash Kumar, The film 's score and soundtrack were composed by [Name]
" The album includes Paul McCartney 's Yesterday , arranged for guitar and string quartet and recorded without the other group members"," The album includes [Name] 's Yesterday , arranged for guitar and string quartet and recorded without the other group members"
